,Unnamed: 0,№ брони,Номеров,Стоимость,Внесена предоплата,Способ оплаты,Дата бронирования,Заезд,Ночей,Выезд,Источник,Категория номера,Гостей,Гостиница,Разница до заезда (дни),Продолжительность пребывания (дни)
8004,8004,20230721-6634-208640446,1,21800.0,10900,Банк. карта: Банк Россия (банк. карта),2023-07-03 00:01:20,2023-07-21 15:00:00,2,2023-07-23 12:00:00,Официальный сайт,Номер «Стандарт»,2,1,18,1
8005,8005,20230519-7492-198432323,1,24300.0,11900,Банк. карта: Банк Россия (банк. карта),2023-05-11 17:18:33,2023-05-19 15:00:00,2,2023-05-21 12:00:00,Официальный сайт,Номер «Стандарт»,2,2,7,1
8006,8006,20230714-7492-203970571,1,29600.0,14800,Система быстрых платежей: Эквайринг ComfortBooking (Система быстрых платежей),2023-06-09 20:04:45,2023-07-14 15:00:00,2,2023-07-16 12:00:00,Официальный сайт,Номер «Стандарт»,3,2,34,1
8007,8007,20230817-16563-218289108,1,66400.0,66400,Банк. карта: Банк Россия (банк. карта),2023-08-14 13:44:17,2023-08-17 15:00:00,2,2023-08-19 12:00:00,Программа лояльности,Номер «Студия»,4,4,3,1
8008,8008,20230703-7491-187323354,1,49500.0,9900,Банк. карта: Банк Россия (банк. карта),2023-03-09 11:10:23,2023-07-03 15:00:00,5,2023-07-08 12:00:00,Официальный сайт,Номер «Стандарт»,2,3,116,4
8009,8009,20230121-7492-178243159,1,18530.0,18530,Банк. карта: Банк Россия (банк. карта),2023-01-09 21:34:39,2023-01-21 15:00:00,1,2023-01-22 12:00:00,Официальный сайт,Номер «Студия»,4,2,11,0
8010,8010,20221118-7492-170209712,2,44000.0,0,Отложенная электронная оплата: Банк Россия (банк. карта),2022-11-09 14:35:21,2022-11-18 15:00:00,2,2022-11-20 12:00:00,Бронирование из экстранета,Номер «Стандарт»,4,2,9,1
8011,8011,20220921-7491-161470767,1,10120.0,10120,Банк. карта: Банк Россия (банк. карта),2022-09-11 19:38:12,2022-09-21 15:00:00,1,2022-09-22 12:00:00,Официальный сайт,Номер «Стандарт»,2,3,9,0
8012,8012,20220626-7492-145495517,1,20500.0,20500,Банк. карта: Банк Россия (банк. карта),2022-06-23 18:49:42,2022-06-26 15:00:00,1,2022-06-27 12:00:00,Официальный сайт,Номер «Студия»,2,2,2,0
8013,8013,20240126-7491-236707185,1,22800.0,11400,Система быстрых платежей: Эквайринг ComfortBooking (Система быстрых платежей),2023-11-15 22:03:21,2024-01-26 15:00:00,2,2024-01-28 12:00:00,Официальный сайт,Номер «Стандарт»,3,3,71,1
8014,8014,20220611-7492-143058226,1,20500.0,20500,Банк. карта: Банк Россия (банк. карта),2022-06-10 21:45:27,2022-06-11 15:00:00,1,2022-06-12 12:00:00,Официальный сайт,Номер «Студия»,3,2,0,0
8015,8015,20220427-7491-132240340,1,16815.0,16815,Банк. карта [Кешбэк. МИР]: Эквайринг TravelLine Pro (Банк. карта),2022-04-06 10:38:22,2022-04-27 15:00:00,2,2022-04-29 12:00:00,Официальный сайт,Номер «Стандарт»,2,3,21,1
8016,8016,20220122-16563-120900830,1,17500.0,0,Гарантия банковской картой,2022-01-13 18:27:29,2022-01-22 15:00:00,1,2022-01-23 12:00:00,booking.com,Номер «Студия»,2,4,8,0
8017,8017,20230722-6634-207374048,3,143400.0,0,Отложенная электронная оплата: Банк Россия (банк. карта),2023-06-26 21:41:17,2023-07-22 15:00:00,1,2023-07-23 12:00:00,Программа лояльности,"1. Коттедж с 2 спальнями
2. Коттедж с 2 спальнями
3. Коттедж с 2 спальнями",12,1,25,0
8018,8018,20220530-7491-139829505,2,65900.0,22900,Банк. карта: Банк Россия (банк. карта),2022-05-23 18:11:18,2022-05-29 15:00:00,3,2022-06-01 12:00:00,Официальный сайт,Номер «Стандарт»,3,3,5,2
8019,8019,20220902-7491-159194364,1,13700.0,0,Внешняя система оплаты (С предоплатой),2022-08-31 11:10:03,2022-09-02 15:00:00,1,2022-09-03 12:00:00,OneTwoTrip,Номер «Стандарт»,3,3,2,0
8020,8020,20230122-6634-178288089,1,17200.0,8200,Банк. карта: Банк Россия (банк. карта),2023-01-10 10:59:52,2023-01-22 15:00:00,2,2023-01-24 12:00:00,Официальный сайт,Номер «Стандарт»,2,1,12,1
8021,8021,20230723-6634-194357355,1,132600.0,132600,Банк. карта: Банк Россия (банк. карта),2023-04-18 16:43:45,2023-07-23 15:00:00,6,2023-07-29 12:00:00,Официальный сайт,Апартаменты с 2 спальнями с отдельным входом,4,1,95,5
8022,8022,20230305-16563-184078117,1,34595.0,11135,Банк. карта: Банк Россия (банк. карта),2023-02-15 21:53:50,2023-03-05 15:00:00,3,2023-03-08 12:00:00,Официальный сайт,Номер «Студия»,2,4,17,2
8023,8023,20231002-7492-217740100,1,22950.0,1,Внешняя система оплаты (С предоплатой),2023-08-11 17:15:24,2023-10-02 15:00:00,3,2023-10-05 12:00:00,Яндекс.Путешествия,Номер «Стандарт»,2,2,51,2
8024,8024,20220822-7491-146951999,2,42200.0,20400,Банк. карта: Банк Россия (банк. карта),2022-07-01 14:18:55,2022-08-22 15:00:00,2,2022-08-24 12:00:00,Официальный сайт,Номер «Стандарт»,2,3,52,1
8025,8025,20240114-6634-242334940,1,7100.0,7100,Внешняя система оплаты (С предоплатой),2023-12-19 00:17:32,2024-01-14 15:00:00,1,2024-01-15 12:00:00,Яндекс.Путешествия,Номер «Стандарт»,2,1,26,0
8026,8026,20220313-7491-128050812,1,19400.0,0,При заселении,2022-03-12 19:04:05,2022-03-13 15:00:00,2,2022-03-15 12:00:00,Официальный сайт,Номер «Стандарт»,2,3,0,1
8027,8027,20220604-6634-141723886,1,44000.0,44000,Банк. карта: Банк Россия (банк. карта),2022-06-03 17:46:30,2022-06-04 15:00:00,4,2022-06-08 12:00:00,Официальный сайт,Номер «Стандарт»,2,1,0,3
8028,8028,20231217-7491-241358484,1,7000.0,7000,Внешняя система оплаты (С предоплатой),2023-12-12 17:51:16,2023-12-17 15:00:00,1,2023-12-18 12:00:00,Яндекс.Путешествия,Номер «Стандарт»,2,3,4,0
8029,8029,20230427-7492-195959716,1,22200.0,10700,Банк. карта: Банк Россия (банк. карта),2023-04-27 08:48:11,2023-04-27 15:00:00,2,2023-04-29 12:00:00,Официальный сайт,Номер «Стандарт»,2,2,0,1
8030,8030,20220227-7491-126282068,1,14040.0,0,Гарантия банковской картой,2022-02-25 21:13:44,2022-02-27 15:00:00,2,2022-03-01 12:00:00,booking.com,Номер «Стандарт»,2,3,1,1
8031,8031,20230826-7491-215465265,1,28800.0,14400,Система быстрых платежей: Эквайринг ComfortBooking (Система быстрых платежей),2023-08-01 20:36:14,2023-08-26 15:00:00,2,2023-08-28 12:00:00,Официальный сайт,Номер «Стандарт»,2,3,24,1
8032,8032,20231102-7491-233432429,1,15700.0,15700,Банк. карта: Банк Россия (банк. карта),2023-10-29 19:04:00,2023-11-02 15:00:00,1,2023-11-03 12:00:00,Программа лояльности,Номер «Стандарт»,3,3,3,0
8033,8033,20230506-7492-186163685,1,30900.0,10300,Банк. карта (SberPay): Эквайринг ComfortBooking (Банк. карта) (SberPay),2023-03-01 14:40:22,2023-05-06 15:00:00,3,2023-05-09 12:00:00,Официальный сайт,Номер «Стандарт»,2,2,66,2
8034,8034,20220817-7492-136321758,1,16200.0,8100,Банк. карта: Банк Россия (банк. карта),2022-04-29 20:13:21,2022-08-17 15:00:00,2,2022-08-19 12:00:00,Официальный сайт,Номер «Стандарт»,2,2,109,1
8035,8035,20220129-7492-122573170,1,9700.0,0,Гарантия банковской картой,2022-01-27 08:59:52,2022-01-29 15:00:00,1,2022-01-30 12:00:00,booking.com,Номер «Стандарт»,1,2,2,0
8036,8036,20220401-7492-130464250,1,18800.0,0,Внешняя система оплаты (С предоплатой),2022-03-27 22:14:26,2022-04-01 15:00:00,2,2022-04-03 12:00:00,OneTwoTrip,Номер «Стандарт»,2,2,4,1
8037,8037,20220916-7492-158974900,1,41000.0,20500,Банк. карта: Банк Россия (банк. карта),2022-08-30 09:51:45,2022-09-16 15:00:00,2,2022-09-18 12:00:00,Официальный сайт,Номер «Студия»,2,2,17,1
8038,8038,20220224-7492-125229516,1,26040.0,26040,Банк. карта [Кешбэк. МИР]: Эквайринг TravelLine Pro (Банк. карта),2022-02-17 14:42:42,2022-02-24 15:00:00,3,2022-02-27 12:00:00,Официальный сайт,Номер «Стандарт»,1,2,7,2
8039,8039,20230803-7492-210653499,2,59200.0,29600,Система быстрых платежей: Эквайринг ComfortBooking (Система быстрых платежей),2023-07-11 16:39:33,2023-08-03 15:00:00,2,2023-08-05 12:00:00,Официальный сайт,Номер «Стандарт»,4,2,22,1
8040,8040,20230618-16563-205526544,1,40660.0,40660,Банк. карта: Банк Россия (банк. карта),2023-06-17 18:48:14,2023-06-18 15:00:00,2,2023-06-20 12:00:00,Официальный сайт,Номер «Студия»,1,4,0,1
8041,8041,20230726-7492-213575830,1,14800.0,14800,Банк. карта: Банк Россия (банк. карта),2023-07-24 15:13:01,2023-07-26 15:00:00,1,2023-07-27 12:00:00,Официальный сайт,Номер «Стандарт»,2,2,1,0
8042,8042,20230404-7491-189501453,1,27965.0,0,Отложенная электронная оплата: Банк Россия (банк. карта),2023-03-21 19:01:39,2023-04-04 15:00:00,4,2023-04-08 12:00:00,Бронирование из экстранета,Номер «Стандарт»,2,3,13,3
8043,8043,20230214-7492-179735655,1,13000.0,13000,Система быстрых платежей: Эквайринг ComfortBooking (Система быстрых платежей),2023-01-19 18:03:32,2023-02-14 15:00:00,1,2023-02-15 12:00:00,Официальный сайт,Номер «Студия»,2,2,25,0
8044,8044,20220612-6634-137950715,1,13600.0,6800,Банк. карта: Банк Россия (банк. карта),2022-05-11 19:37:21,2022-06-12 15:00:00,2,2022-06-14 12:00:00,Официальный сайт,Номер «Стандарт»,2,1,31,1
8045,8045,20230510-7491-197961616,1,9800.0,9800,Банк. карта: Банк Россия (банк. карта),2023-05-08 19:38:40,2023-05-10 15:00:00,1,2023-05-11 12:00:00,Официальный сайт,Номер «Стандарт»,2,3,1,0
8046,8046,20220924-7492-161209445,1,20500.0,20500,Банк. карта: Банк Россия (банк. карта),2022-09-10 15:58:04,2022-09-24 15:00:00,1,2022-09-25 12:00:00,Официальный сайт,Номер «Студия»,2,2,13,0
8047,8047,20231010-7491-217908732,1,23750.0,7790,Система быстрых платежей: Эквайринг ComfortBooking (Система быстрых платежей),2023-08-12 14:37:39,2023-10-10 15:00:00,3,2023-10-13 12:00:00,Официальный сайт,Номер «Стандарт»,2,3,59,2
8048,8048,20221010-7491-165234780,1,17800.0,17800,Внешняя система оплаты (С предоплатой),2022-10-06 13:55:27,2022-10-10 15:00:00,2,2022-10-12 12:00:00,Яндекс.Путешествия,Номер «Стандарт»,2,3,4,1
8049,8049,20230925-7491-221755932,1,17530.0,8650,Отложенная электронная оплата: Банк Россия (банк. карта),2023-08-30 18:32:09,2023-10-13 15:00:00,2,2023-10-15 12:00:00,Официальный сайт,Номер «Стандарт»,2,3,43,1
8050,8050,20230519-16563-199287025,1,42000.0,21000,Отложенная электронная оплата: Банк Россия (банк. карта),2023-05-16 14:35:19,2023-05-19 15:00:00,2,2023-05-21 12:00:00,Бронирование из экстранета,Номер «Студия»,2,4,3,1
8051,8051,20230918-7492-221790947,1,43290.0,8910,Банк. карта: Банк Россия (банк. карта),2023-08-30 22:07:03,2023-09-18 15:00:00,5,2023-09-23 12:00:00,Официальный сайт,Номер «Стандарт»,1,2,18,4
8052,8052,20220503-7491-135463277,1,39900.0,13300,Банк. карта: Банк Россия (банк. карта),2022-04-24 15:39:38,2022-05-03 15:00:00,3,2022-05-06 12:00:00,Официальный сайт,Номер «Стандарт»,3,3,8,2
8053,8053,20230415-7492-192874989,1,17770.0,17770,Банк. карта: Банк Россия (банк. карта),2023-04-10 11:35:43,2023-04-15 15:00:00,2,2023-04-17 12:00:00,Официальный сайт,Номер «Стандарт»,3,2,5,1
8054,8054,20220404-7492-127743208,1,20910.0,10170,Банк. карта: Банк Россия (банк. карта),2022-03-10 11:01:34,2022-04-04 15:00:00,2,2022-04-06 12:00:00,Официальный сайт,Номер «Студия»,3,2,25,1
8055,8055,20221008-7492-165323268,1,19200.0,19200,Банк. карта: Банк Россия (банк. карта),2022-10-07 01:17:10,2022-10-08 15:00:00,2,2022-10-10 12:00:00,Официальный сайт,Номер «Стандарт»,1,2,1,1
8056,8056,20230919-7492-217497069,1,14260.0,7130,Банк. карта: Банк Россия (банк. карта),2023-08-10 17:06:57,2023-09-19 15:00:00,2,2023-09-21 12:00:00,Официальный сайт,Номер «Стандарт»,1,2,39,1
8057,8057,20230218-6634-161207267,1,83300.0,83300,Банк. карта: Банк Россия (банк. карта),2022-09-10 10:56:57,2023-02-18 15:00:00,7,2023-02-25 12:00:00,Официальный сайт,Номер «Люкс»,3,1,161,6
8058,8058,20230709-6634-210242779,1,21300.0,21300,Система быстрых платежей: Эквайринг ComfortBooking (Система быстрых платежей),2023-07-09 23:34:55,2023-07-09 15:00:00,1,2023-07-10 12:00:00,Официальный сайт,Апартаменты с 2 спальнями с отдельным входом,2,1,-1,0
8059,8059,20231006-7492-227119469,1,21760.0,10260,Банк. карта: Банк Россия (банк. карта),2023-09-26 20:30:18,2023-10-06 15:00:00,2,2023-10-08 12:00:00,Официальный сайт,Номер «Стандарт»,2,2,9,1
8060,8060,20230507-6634-197759740,1,14100.0,14100,Система быстрых платежей: Эквайринг ComfortBooking (Система быстрых платежей),2023-05-07 11:41:27,2023-05-07 15:00:00,1,2023-05-08 12:00:00,Официальный сайт,Номер «Стандарт»,2,1,0,0
8061,8061,20220216-6634-124695025,1,23400.0,23400,Банк. карта [Кешбэк. МИР]: Эквайринг TravelLine Pro (Банк. карта),2022-02-13 16:35:45,2022-02-16 15:00:00,2,2022-02-18 12:00:00,Официальный сайт,Номер «Стандарт»,2,1,2,1
8062,8062,20230530-7491-197296359,1,19095.0,9785,Банк. карта: Банк Россия (банк. карта),2023-05-04 18:07:20,2023-05-30 15:00:00,2,2023-06-01 12:00:00,Официальный сайт,Номер «Стандарт»,2,3,25,1
8063,8063,20220715-7491-149562476,1,13700.0,13700,Банк. карта: Банк Россия (банк. карта),2022-07-14 12:27:22,2022-07-15 15:00:00,1,2022-07-16 12:00:00,Официальный сайт,Номер «Стандарт»,2,3,1,0
8064,8064,20230811-7491-211283936,1,36200.0,18100,Система быстрых платежей: Эквайринг ComfortBooking (Система быстрых платежей),2023-07-14 10:33:24,2023-08-11 15:00:00,2,2023-08-13 12:00:00,Официальный сайт,Номер «Стандарт»,3,3,28,1
8065,8065,20220721-6634-150619166,1,22200.0,22200,Банк. карта: Банк Россия (банк. карта),2022-07-19 15:32:22,2022-07-21 15:00:00,1,2022-07-22 12:00:00,Официальный сайт,Апартаменты с 2 спальнями с отдельным входом,4,1,1,0
8066,8066,20230226-6634-178449680,1,8200.0,8200,Банк. карта: Банк Россия (банк. карта),2023-01-11 11:50:42,2023-02-26 15:00:00,1,2023-02-27 12:00:00,Официальный сайт,Номер «Стандарт»,2,1,46,0
8067,8067,20230926-7491-223814221,1,9000.0,9000,Внешняя система оплаты (С предоплатой),2023-09-10 13:06:19,2023-09-26 15:00:00,1,2023-09-27 12:00:00,Яндекс.Путешествия,Номер «Стандарт»,2,3,16,0
8068,8068,20230108-6634-174754717,1,78570.0,78570,Банк. карта: Банк Россия (банк. карта),2022-12-10 23:44:26,2023-01-08 15:00:00,4,2023-01-12 12:00:00,Официальный сайт,Апартаменты с 2 спальнями с отдельным входом,3,1,28,3
8069,8069,20230624-7492-187858569,2,89400.0,20600,Банк. карта: Банк Россия (банк. карта),2023-03-12 15:03:43,2023-06-24 15:00:00,5,2023-06-29 12:00:00,Официальный сайт,Номер «Стандарт»,4,2,103,4
8070,8070,20220704-7492-137586367,2,40800.0,0,Отложенная электронная оплата: Банк Россия (банк. карта),2022-05-08 19:33:58,2022-07-04 15:00:00,2,2022-07-06 12:00:00,Бронирование из экстранета,Номер «Стандарт»,4,2,56,1
8071,8071,20230510-7491-196944197,1,17860.0,17860,Система быстрых платежей: Эквайринг ComfortBooking (Система быстрых платежей),2023-05-02 21:26:59,2023-05-10 15:00:00,2,2023-05-12 12:00:00,Официальный сайт,Номер «Стандарт»,2,3,7,1
8072,8072,20220524-7491-132981395,1,20400.0,20400,Банк. карта [Кешбэк. МИР]: Эквайринг TravelLine Pro (Банк. карта),2022-04-09 13:56:14,2022-05-24 15:00:00,3,2022-05-27 12:00:00,Официальный сайт,Номер «Стандарт»,1,3,45,2
8073,8073,20230715-6634-205364542,1,14100.0,14100,Система быстрых платежей: Эквайринг ComfortBooking (Система быстрых платежей),2023-06-16 20:35:37,2023-07-15 15:00:00,1,2023-07-16 12:00:00,Официальный сайт,Номер «Стандарт»,2,1,28,0
8074,8074,20220805-6634-146704764,2,71200.0,0,Отложенная электронная оплата: Банк Россия (банк. карта),2022-06-30 11:25:10,2022-08-05 15:00:00,2,2022-08-07 12:00:00,Официальный сайт,"1. Апартаменты с 2 спальнями с отдельным входом
2. Апартаменты с 2 спальнями с отдельным входом",3,1,36,1
8075,8075,20220828-7491-152715669,2,69000.0,27400,Банк. карта: Банк Россия (банк. карта),2022-07-29 17:05:41,2022-08-28 15:00:00,3,2022-08-31 12:00:00,Официальный сайт,Номер «Стандарт»,4,3,29,2
8076,8076,20240119-7491-241738779,1,17400.0,17400,Банк. карта: Банк Россия (банк. карта),2023-12-14 23:46:59,2024-01-19 15:00:00,2,2024-01-21 12:00:00,Официальный сайт,Номер «Стандарт»,2,3,35,1
8077,8077,20220606-16563-135223667,1,85600.0,21400,Банк. карта: Банк Россия (банк. карта),2022-04-22 14:16:27,2022-06-06 15:00:00,4,2022-06-10 12:00:00,Официальный сайт,Номер «Студия»,2,4,45,3
8078,8078,20230326-6634-188622166,1,44600.0,0,Внешняя система оплаты (С предоплатой),2023-03-16 17:38:33,2023-03-26 15:00:00,5,2023-03-31 12:00:00,Alean.ru (16.01.2023-06.09.2024),Номер «Стандарт»,2,1,9,4
8079,8079,20230811-7492-211024097,1,14800.0,0,Отложенная электронная оплата: Банк Россия (банк. карта),2023-07-13 09:33:14,2023-08-11 15:00:00,1,2023-08-12 12:00:00,Официальный сайт,Номер «Стандарт»,3,2,29,0
8080,8080,20220216-16563-122267304,1,49000.0,49000,Банк. карта [Кешбэк. МИР]: Эквайринг TravelLine Pro (Банк. карта),2022-01-24 17:59:02,2022-02-16 15:00:00,4,2022-02-20 12:00:00,Официальный сайт,Номер «Студия»,2,4,22,3
8081,8081,20220731-7491-127997371,1,22900.0,7100,Банк. карта: Банк Россия (банк. карта),2022-03-12 14:22:12,2022-07-31 15:00:00,3,2022-08-03 12:00:00,Официальный сайт,Номер «Стандарт»,2,3,141,2
8082,8082,20231109-7492-234767641,1,27400.0,27400,Внешняя система оплаты (С предоплатой),2023-11-05 15:35:30,2023-11-09 15:00:00,2,2023-11-11 12:00:00,Яндекс.Путешествия,Номер «Студия»,2,2,3,1
8083,8083,20230811-7491-215450592,1,14400.0,14400,Система быстрых платежей: Эквайринг ComfortBooking (Система быстрых платежей),2023-08-01 19:26:21,2023-08-11 15:00:00,1,2023-08-12 12:00:00,Официальный сайт,Номер «Стандарт»,2,3,9,0
8084,8084,20230627-7492-203330263,1,43200.0,0,Отложенная электронная оплата: Банк Россия (банк. карта),2023-06-06 21:11:01,2023-06-27 15:00:00,2,2023-06-29 12:00:00,Бронирование из экстранета,Номер «Студия»,2,2,20,1
8085,8085,20220630-16563-136136097,2,157800.0,52600,Банк. карта: Банк Россия (банк. карта),2022-04-28 18:26:41,2022-06-30 15:00:00,3,2022-07-03 12:00:00,Официальный сайт,Номер «Студия»,4,4,62,2
8086,8086,20220121-7492-121133166,1,32500.0,15500,Банк. карта: Банк Россия (банк. карта),2022-01-16 00:04:42,2022-01-21 15:00:00,2,2022-01-23 12:00:00,Официальный сайт,Номер «Студия»,2,2,5,1
8087,8087,20220522-7491-130793743,1,34085.0,34085,Банк. карта [Кешбэк. МИР]: Эквайринг TravelLine Pro (Банк. карта),2022-03-29 21:07:53,2022-05-22 15:00:00,6,2022-05-28 12:00:00,Официальный сайт,Номер «Стандарт»,1,3,53,5
8088,8088,20230729-7491-199390832,1,28800.0,0,Отложенная электронная оплата: Банк Россия (банк. карта),2023-05-17 01:06:54,2023-07-29 15:00:00,2,2023-07-31 12:00:00,Официальный сайт,Номер «Стандарт»,3,3,73,1
8089,8089,20220510-16563-137422025,1,106100.0,20900,Банк. карта: Банк Россия (банк. карта),2022-05-07 14:31:04,2022-05-10 15:00:00,5,2022-05-15 12:00:00,Официальный сайт,Номер «Студия»,2,4,3,4
8090,8090,20220607-7491-139396298,1,13700.0,13700,Банк. карта: Банк Россия (банк. карта),2022-05-20 18:22:12,2022-06-07 15:00:00,1,2022-06-08 12:00:00,Официальный сайт,Номер «Стандарт»,2,3,17,0
8091,8091,20230916-6634-225027043,1,14100.0,14100,Система быстрых платежей: Эквайринг ComfortBooking (Система быстрых платежей),2023-09-16 10:35:14,2023-09-16 15:00:00,1,2023-09-17 12:00:00,Программа лояльности,Номер «Стандарт»,3,1,0,0
8092,8092,20220613-7491-131489340,1,38100.0,38100,Банк. карта [Кешбэк. МИР]: Эквайринг TravelLine Pro (Банк. карта),2022-04-02 13:20:39,2022-06-13 15:00:00,3,2022-06-16 12:00:00,Официальный сайт,Номер «Стандарт»,3,3,72,2
8093,8093,20220626-16563-131721177,1,95200.0,95200,Банк. карта [Кешбэк. МИР]: Эквайринг TravelLine Pro (Банк. карта),2022-04-03 21:16:45,2022-06-26 15:00:00,4,2022-06-30 12:00:00,Официальный сайт,Номер «Студия»,2,4,83,3
8094,8094,20220130-6634-120047459,1,12540.0,12540,Банк. карта: Банк Россия (банк. карта),2022-01-04 23:50:17,2022-01-30 15:00:00,2,2022-02-01 12:00:00,Официальный сайт,Номер «Стандарт»,2,1,25,1
8095,8095,20230221-6634-180283384,1,41500.0,13200,Отложенная электронная оплата: Банк Россия (банк. карта),2023-01-23 14:14:50,2023-02-21 15:00:00,3,2023-02-24 12:00:00,Официальный сайт,Номер «Стандарт»,2,1,29,2
8096,8096,20240113-7492-242951925,1,10400.0,10400,Банк. карта: Банк Россия (банк. карта),2023-12-22 21:29:58,2024-01-13 15:00:00,1,2024-01-14 12:00:00,Официальный сайт,Номер «Стандарт»,2,2,21,0
8097,8097,20230329-7492-187910703,1,11800.0,11800,Отложенная электронная оплата: Банк Россия (банк. карта),2023-03-12 21:23:32,2023-03-29 15:00:00,1,2023-03-30 12:00:00,Официальный сайт,Номер «Студия»,2,2,16,0
8098,8098,20220317-6634-127969162,1,16000.0,16000,Банк. карта: Банк Россия (банк. карта),2022-03-12 00:14:06,2022-03-17 15:00:00,2,2022-03-19 12:00:00,Официальный сайт,Номер «Стандарт»,2,1,5,1
8099,8099,20220709-7491-147983296,1,12600.0,12600,Банк. карта: Банк Россия (банк. карта),2022-07-06 17:53:38,2022-07-09 15:00:00,1,2022-07-10 12:00:00,Официальный сайт,Номер «Стандарт»,1,3,2,0
8100,8100,20220522-6634-133306461,1,13800.0,13800,Банк. карта [Кешбэк. МИР]: Эквайринг TravelLine Pro (Банк. карта),2022-04-11 15:25:36,2022-05-22 15:00:00,2,2022-05-24 12:00:00,Официальный сайт,Номер «Стандарт»,2,1,40,1
8101,8101,20220822-7492-153048117,1,13900.0,13900,Банк. карта: Банк Россия (банк. карта),2022-07-31 16:19:05,2022-08-22 15:00:00,1,2022-08-23 12:00:00,Официальный сайт,Номер «Стандарт»,2,2,21,0
8102,8102,20240118-7491-240280308,1,14155.0,6270,Банк. карта: Банк Россия (банк. карта),2023-12-05 23:05:47,2024-01-18 15:00:00,2,2024-01-20 12:00:00,Официальный сайт,Номер «Стандарт»,2,3,43,1
8103,8103,20231210-6634-238852377,1,9100.0,9100,Банк. карта: Банк Россия (банк. карта),2023-11-27 17:37:52,2023-12-10 15:00:00,1,2023-12-11 12:00:00,Официальный сайт,Номер «Стандарт»,2,1,12,0
8104,8104,20231017-7492-227259706,2,33080.0,15780,Отложенная электронная оплата: Банк Россия (банк. карта),2023-09-27 15:07:11,2023-10-17 15:00:00,2,2023-10-19 12:00:00,Официальный сайт,Номер «Стандарт»,4,2,19,1
8105,8105,20220207-7492-123741696,1,8400.0,0,Гарантия банковской картой,2022-02-06 01:34:49,2022-02-07 15:00:00,1,2022-02-08 12:00:00,booking.com,Номер «Стандарт»,2,2,1,0
8106,8106,20220715-7492-144192834,1,27800.0,13900,Банк. карта: Банк Россия (банк. карта),2022-06-17 06:44:24,2022-07-15 15:00:00,2,2022-07-17 12:00:00,Официальный сайт,Номер «Стандарт»,2,2,28,1
8107,8107,20231229-6634-240936762,1,26700.0,26700,Банк. карта: Банк Россия (банк. карта),2023-12-10 11:51:18,2023-12-29 15:00:00,1,2023-12-30 12:00:00,Официальный сайт,Апартаменты с 2 спальнями с отдельным входом,4,1,19,0
8108,8108,20231105-6634-233786922,1,42000.0,25200,Банк. карта: Банк Россия (банк. карта),2023-10-31 14:41:41,2023-11-05 15:00:00,2,2023-11-07 12:00:00,Официальный сайт,Апартаменты с 2 спальнями с отдельным входом,3,1,5,1
8109,8109,20230923-6634-222623791,1,21400.0,0,При заселении,2023-09-04 14:02:09,2023-09-23 15:00:00,1,2023-09-24 12:00:00,Официальный сайт,Номер «Люкс»,3,1,19,0
8110,8110,20220715-7491-139460954,1,13700.0,13700,Банк. карта: Банк Россия (банк. карта),2022-05-21 09:15:53,2022-07-15 15:00:00,1,2022-07-16 12:00:00,Официальный сайт,Номер «Стандарт»,2,3,55,0
8111,8111,20221203-6634-167313204,1,66500.0,0,Отложенная электронная оплата: Банк Россия (банк. карта),2022-10-20 18:51:53,2022-12-03 15:00:00,2,2022-12-05 12:00:00,Официальный сайт,Коттедж с 3 спальнями,2,1,43,1
8112,8112,20220324-6634-129642636,1,13500.0,13500,Банк. карта: Банк Россия (банк. карта),2022-03-22 20:07:25,2022-03-24 15:00:00,1,2022-03-25 12:00:00,Официальный сайт,Номер «Стандарт»,2,1,1,0
8113,8113,20230131-7491-179176603,2,41310.0,13770,Банк. карта: Банк Россия (банк. карта),2023-01-16 12:54:40,2023-01-31 15:00:00,3,2023-02-03 12:00:00,Официальный сайт,Номер «Стандарт»,4,3,15,2
8114,8114,20220322-7491-129187185,1,25800.0,25800,Банк. карта [Кешбэк. МИР]: Эквайринг TravelLine Pro (Банк. карта),2022-03-19 22:44:10,2022-03-22 15:00:00,2,2022-03-24 12:00:00,Официальный сайт,Номер «Стандарт»,3,3,2,1
8115,8115,20230616-7491-203065094,1,14400.0,14400,Отложенная электронная оплата: Банк Россия (банк. карта),2023-06-05 17:04:09,2023-06-16 15:00:00,1,2023-06-17 12:00:00,Бронирование из экстранета,Номер «Стандарт»,2,3,10,0
8116,8116,20230903-7492-221828965,1,12200.0,12200,Система быстрых платежей: Эквайринг ComfortBooking (Система быстрых платежей),2023-08-31 08:48:41,2023-09-03 15:00:00,1,2023-09-04 12:00:00,Официальный сайт,Номер «Стандарт»,2,2,3,0
8117,8117,20220809-7491-154422986,1,13700.0,13700,Банк. карта: Банк Россия (банк. карта),2022-08-07 11:46:22,2022-08-09 15:00:00,1,2022-08-10 12:00:00,Официальный сайт,Номер «Стандарт»,2,3,2,0
8118,8118,20220123-6634-121628669,1,18800.0,18800,Банк. карта: Банк Россия (банк. карта),2022-01-19 16:52:46,2022-01-23 15:00:00,1,2022-01-24 12:00:00,Официальный сайт,Апартаменты с 2 спальнями с отдельным входом,3,1,3,0
